status,aircraft_iata_code,aircraft_icao24,aircraft_icao_code,aircraft_reg_number,airline_iata_code,airline_icao_code,arrival_iata_code,arrival_icao_code,departure_iata_code,departure_icao_code,flight_iata_number,flight_icao_number,flight_number,geography_altitude,geography_direction,geography_latitude,geography_longitude,speed_horizontal,speed_is_ground,speed_vspeed,system_squawk,system_updated
en-route,A321,3C6657,A321,D-AIRW,LH,DLH,FRA,EDDF,MAD,LEMD,LH1123,DLH19Y,1123,9753.6,44.05,49.8024,5.6469,950.868,0.0,0.0,1000.0,2025-11-14 09:14:52+00:00
landed,CRJ9,3C4DC2,CRJ9,D-ACNB,LH,DLH,POZ,EPPO,FRA,EDDF,LH1386,DLH3ER,1386,0.0,191.0,52.4158,16.8282,7.408,1.0,0.0,1000.0,2025-11-14 09:05:51+00:00
en-route,A319,3C6597,A319,D-AILW,LH,DLH,MUC,EDDM,CDG,LFPG,LH2227,DLH12N,2227,10660.4,111.87,47.8328,7.9085,860.112,0.0,4.68,1000.0,2025-11-14 09:14:52+00:00
en-route,CRJ9,3C4DCD,CRJ9,D-ACNM,LH,DLH,MUC,EDDM,BRE,EDDW,LH2189,DLH8MF,2189,7109.46,186.86,49.2416,11.9671,759.204,0.0,-30.42,1000.0,2025-11-14 09:14:52+00:00
en-route,A319,3C6450,A319,D-AIBP,LH,DLH,MUC,EDDM,HAJ,EDDV,LH2091,DLH1CL,2091,1630.68,216.99,48.4115,11.4796,526.356,0.0,-36.288,,2025-11-14 09:14:52+00:00
en-route,A359,39D2A2,A359,F-HUVC,AF,AFR,CDG,LFPG,ICN,RKSI,AF267,AFR267,267,11003.3,290.0,44.1906,88.1277,781.544,0.0,0.0,,2025-11-14 09:05:01+00:00
en-route,A359,39CF0A,A359,F-HTYK,AF,AFR,CDG,LFPG,SGN,VVTS,AF253,AFR253,253,11582.4,309.0,32.1971,68.2567,796.36,0.0,0.0,,2025-11-14 09:05:07+00:00
en-route,B77W,3965AB,B77W,F-GZNL,AF,AFR,CDG,LFPG,MRU,FIMP,AF473,AFR473,473,9144.0,334.0,-9.3147,50.2541,868.588,0.0,0.0,,2025-11-14 09:04:00+00:00
Unknown,A359,39D2A8,A359,F-HUVI,AF,AFR,CDG,LFPG,BKK,VTBS,AF199,AFR199,199,10972.8,298.62,26.3581,74.5867,831.276,0.0,0.0,,2025-11-14 09:14:52+00:00
en-route,A359,39D2AF,A359,F-HUVP,AF,AFR,PPT,NTAA,LAX,KLAX,AF26,AFR026,26,10972.8,213.0,30.5332,-122.146,718.576,0.0,0.0,,2025-11-14 09:05:00+00:00
en-route,A320,392AF2,A320,F-GKXS,AF,AFR,ARN,ESSA,CDG,LFPG,AF1262,AFR73HX,1262,10660.4,35.03,52.0976,5.1135,967.968,0.0,0.0,3357.0,2025-11-14 09:14:52+00:00
Unknown,B77W,3965B0,B77W,F-GZNQ,AF,AFR,SIN,WSSS,CDG,LFPG,AF256,AFR256,256,3962.4,60.0,1.0643,103.327,529.672,0.0,0.0,655.0,2025-11-14 09:05:06+00:00
Unknown,B77W,3965B4,B77W,F-GZNU,AF,AFR,JNB,FAOR,CDG,LFPG,AF990,AFR990,990,10972.8,213.0,-15.3053,33.3417,827.844,0.0,0.0,,2025-11-14 09:05:37+00:00
en-route,B77W,394A00,B77W,F-GSQA,AF,AFR,HND,RJTT,CDG,LFPG,AF274,AFR274,274,11277.6,111.55,35.272,135.048,1089.18,0.0,0.0,663.0,2025-11-14 09:14:52+00:00
en-route,B77W,3965B2,B77W,F-GZNS,AF,AFR,PVG,ZSPD,CDG,LFPG,AF116,AFR116,116,11308.1,174.0,38.895,116.947,887.108,0.0,0.0,,2025-11-14 09:05:02+00:00
en-route,A359,39CF0E,A359,F-HTYO,AF,AFR,SCL,SCEL,CDG,LFPG,AF406,AFR406,406,12192.0,192.0,-5.2981,-60.6407,881.552,0.0,0.0,,2025-11-14 09:05:03+00:00
en-route,A359,39D2AC,A359,F-HUVM,AF,AFR,HKG,VHHH,CDG,LFPG,AF188,AFR188,188,12527.3,143.0,26.8661,106.518,918.592,0.0,0.0,,2025-11-14 09:05:03+00:00
Unknown,A359,39D2A7,A359,F-HUVH,AF,AFR,CDG,LFPG,MEX,MMMX,AF179,AFR179,179,11888.4,68.0,44.2684,-37.1318,1001.93,0.0,0.0,,2025-11-14 09:05:31+00:00
en-route,B77W,394A03,B77W,F-GSQD,AF,AFR,CDG,LFPG,DTW,KDTW,AF377,AFR377,377,11277.6,99.95,50.637,-11.132,857.412,0.0,0.0,,2025-11-14 09:14:52+00:00
en-route,B77W,3965A2,B77W,F-GZNC,AF,AFR,CDG,LFPG,LAX,KLAX,AF25,AFR025,25,10668.0,86.0,68.4864,-40.6838,970.448,0.0,0.0,,2025-11-14 09:05:46+00:00
started,E190,39856E,E190,F-HBLO,AF,AFR,NTE,LFRS,AMS,EHAM,KL1419,KLM81Y,1419,1318.26,181.08,52.2441,4.8472,394.56,0.0,43.308,1000.0,2025-11-14 09:14:52+00:00
en-route,B772,3949F8,B772,F-GSPY,AF,AFR,CDG,LFPG,TNR,FMMI,AF935,AFR935,935,11582.4,294.09,46.6446,6.292,825.696,0.0,0.0,1000.0,2025-11-14 09:14:52+00:00
en-route,A359,39CF03,A359,F-HTYD,AF,AFR,CDG,LFPG,PTY,MPTO,AF475,AFR475,475,12190.8,55.0,34.2664,-46.2934,1053.79,0.0,0.0,,2025-11-14 09:05:26+00:00
en-route,B77W,394A11,B77W,F-GSQR,AF,AFR,CDG,LFPG,PTP,TFFR,AF763,AFR763,763,10668.0,60.0,34.0458,-35.7653,990.82,0.0,0.0,,2025-11-14 09:05:11+00:00
en-route,B789,39C421,B789,F-HRBB,AF,AFR,CDG,LFPG,SIN,WSSS,AF181,AFR181,181,10974.0,295.0,22.1955,63.6652,875.996,0.0,0.0,,2025-11-14 09:04:04+00:00
en-route,B77L,3951C1,B77L,F-GUOB,AF,AFR,PIK,EGPK,ORD,KORD,AF6733,AFR6733,6733,10668.0,50.0,53.8222,-68.2361,851.92,0.0,0.0,,2025-11-14 09:05:27+00:00
Unknown,B77L,3951C2,B77L,F-GUOC,AF,AFR,CDG,LFPG,PEK,ZBAA,AF6729,AFR6729,6729,3032.76,265.39,48.9137,2.4115,460.8,0.0,-19.908,3237.0,2025-11-14 09:14:52+00:00
en-route,A359,39D2AE,A359,F-HUVO,AF,AFR,CDG,LFPG,JFK,KJFK,AF11,AFR011,11,11887.2,77.0,46.8827,-44.7542,959.336,0.0,0.0,,2025-11-14 09:05:31+00:00
Unknown,B789,39C429,B789,F-HRBJ,AF,AFR,PEK,ZBAA,CDG,LFPG,AF382,AFR382,382,1539.24,173.0,39.8257,116.771,364.844,0.0,0.0,,2025-11-14 09:04:50+00:00
en-route,B772,3949EB,B772,F-GSPL,AF,AFR,JFK,KJFK,CDG,LFPG,AF2,AFR002,2,10972.8,291.82,51.6628,-11.3239,891.756,0.0,0.0,,2025-11-14 09:14:52+00:00
en-route,A319,3946E5,A319,F-GRXF,AF,AFR,ALG,DAAG,CDG,LFPG,AF1554,AFR1554,1554,7871.46,177.93,37.7026,3.17,719.028,0.0,-46.8,,2025-11-14 09:14:52+00:00
en-route,A359,39CF08,A359,F-HTYI,AF,AFR,CDG,LFPG,CPT,FACT,AF871,AFR871,871,11582.4,339.0,-22.4679,9.7802,924.148,0.0,0.0,,2025-11-14 09:05:33+00:00
en-route,E190,398602,E190,F-HBQC,AF,AFR,MPL,LFMT,CDG,LFPG,AF7460,AFR7460,7460,1851.66,143.19,43.7807,3.5941,358.56,0.0,-21.06,1000.0,2025-11-14 09:14:52+00:00
en-route,E190,398560,E190,F-HBLA,AF,AFR,LYS,LFLL,AMS,EHAM,AF1795,AFR1795,1795,7117.08,199.23,46.7779,6.1187,674.748,0.0,-21.06,1000.0,2025-11-14 09:14:52+00:00
en-route,B77W,3965B1,B77W,F-GZNR,AF,AFR,CDG,LFPG,GIG,SBGL,AF485,AFR485,485,10972.8,42.39,40.6882,-10.887,977.94,0.0,0.0,,2025-11-14 09:14:52+00:00
en-route,A359,39CF10,A359,F-HTYQ,AF,AFR,CDG,LFPG,EZE,SAEZ,AF411,AFR411,411,12192.0,37.0,22.3384,-33.119,1031.56,0.0,0.0,,2025-11-14 09:04:34+00:00
en-route,B77W,394A0B,B77W,F-GSQL,AF,AFR,GRU,SBGR,CDG,LFPG,AF454,AFR454,454,10363.2,217.0,-17.8515,-42.705,818.584,0.0,0.0,,2025-11-14 09:05:37+00:00
en-route,B789,39C423,B789,F-HRBD,AF,AFR,CDG,LFPG,MEX,MMMX,AF175,AFR175,175,11277.6,68.0,33.421,-65.2137,1100.09,0.0,0.0,,2025-11-14 09:05:36+00:00
en-route,B77W,394A13,B77W,F-GSQT,AF,AFR,CDG,LFPG,DXB,OMDB,AF659,AFR659,659,10363.2,325.0,33.1309,44.8023,879.7,0.0,0.0,,2025-11-14 09:03:52+00:00
en-route,A318,3950CE,A318,F-GUGO,AF,AFR,CDG,LFPG,BES,LFRB,AF7521,AFR77BN,7521,8526.78,70.18,48.7728,-2.8962,726.408,0.0,3.528,,2025-11-14 09:14:52+00:00
en-route,A320,3991E4,A320,F-HEPE,AF,AFR,ATH,LGAV,CDG,LFPG,AF1532,AFR1532,1532,10668.0,107.74,47.8516,7.6966,875.016,0.0,0.0,665.0,2025-11-14 09:14:52+00:00
Unknown,B772,3949E6,B772,F-GSPG,AF,AFR,TLV,LLBG,CDG,LFPG,AF962,AFR962,962,11277.6,121.12,45.4817,13.0567,917.28,0.0,0.0,657.0,2025-11-14 09:14:52+00:00
en-route,B772,3949F9,B772,F-GSPZ,AF,AFR,BEY,OLBA,CDG,LFPG,AF566,AFR566,566,11277.6,102.59,47.3611,10.9512,908.964,0.0,1.188,661.0,2025-11-14 09:14:52+00:00
en-route,A320,392AE6,A320,F-GKXG,AF,AFR,MRS,LFML,ORY,LFPO,AF6004,AFR6004,6004,8290.56,163.09,47.7852,2.6582,681.372,0.0,25.74,1000.0,2025-11-14 09:14:52+00:00
en-route,A359,39CF13,A359,F-HTYT,AF,AFR,CDG,LFPG,SJO,MROC,AF481,AFR481,481,12192.0,65.0,41.7426,-30.7574,953.78,0.0,0.0,,2025-11-14 09:04:58+00:00
en-route,E170,3986E9,E170,F-HBXJ,AF,AFR,BES,LFRB,CDG,LFPG,AF7528,AFR65XN,7528,365.76,70.97,48.4379,-4.4627,227.232,0.0,-12.888,,2025-11-14 09:14:52+00:00
en-route,B77W,3965AF,B77W,F-GZNP,AF,AFR,CDG,LFPG,LAX,KLAX,AF23,AFR23X,23,10058.4,148.81,50.9072,-0.0181,790.236,0.0,0.0,2216.0,2025-11-14 09:14:52+00:00
en-route,B772,3949EE,B772,F-GSPO,AF,AFR,CDG,LFPG,LIM,SPIM,AF501,AFR501,501,11277.6,47.0,34.4435,-28.1678,951.928,0.0,0.0,,2025-11-14 09:04:59+00:00
en-route,A359,39CF04,A359,F-HTYE,AF,AFR,CDG,LFPG,RUH,OERK,AF685,AFR685,685,12192.0,292.63,40.3579,38.0498,880.848,0.0,0.0,,2025-11-14 09:14:52+00:00
started,A332,396446,A332,F-GZCG,AF,AFR,BZV,FCBB,CDG,LFPG,AF918,AFR918,918,2164.08,235.16,48.9085,2.7754,460.332,0.0,36.288,,2025-11-14 09:14:52+00:00
en-route,B77W,394A0A,B77W,F-GSQK,AF,AFR,CDG,LFPG,MIA,KMIA,AF91,AFR091,91,1623.06,59.79,48.9354,2.051,533.628,0.0,-11.7,1000.0,2025-11-14 09:14:51+00:00
en-route,A359,39D2B2,A359,F-HUVS,AF,AFR,CDG,LFPG,ATL,KATL,AF33,AFR33T,33,9784.08,91.73,49.3806,-0.9696,798.588,0.0,-21.06,,2025-11-14 09:14:52+00:00
en-route,B77W,394A02,B77W,F-GSQC,AF,AFR,CDG,LFPG,JFK,KJFK,AF7,AFR7J,7,10668.0,88.0,50.0258,-18.4052,851.92,0.0,0.0,,2025-11-14 09:04:58+00:00
Unknown,BCS3,39E694,BCS3,F-HZUU,AF,AFR,BLQ,LIPE,CDG,LFPG,AF1228,AFR35RW,1228,3368.04,115.87,44.5974,10.7867,611.28,0.0,-29.268,1000.0,2025-11-14 09:14:52+00:00
en-route,A320,392AED,A320,F-GKXN,AF,AFR,OTP,LROP,CDG,LFPG,AF1888,AFR81KU,1888,11894.8,102.93,46.3163,19.4337,860.796,0.0,0.0,,2025-11-14 09:14:52+00:00
landed,BCS3,39BDA2,BCS3,F-HPNC,AF,AFR,CDG,LFPG,GVA,LSGG,AF1543,AFR68QB,1543,0.0,247.0,49.0066,2.5757,0.0,1.0,0.0,1000.0,2025-11-14 09:04:53+00:00
Unknown,BCS3,39BDB5,BCS3,F-HPNV,AF,AFR,CDG,LFPG,LIN,LIML,AF1213,AFR47CQ,1213,9464.04,310.32,45.9473,7.2301,818.568,0.0,14.04,1000.0,2025-11-14 09:14:52+00:00
en-route,A321,394C12,A321,F-GTAS,AF,AFR,NCE,LFMN,CDG,LFPG,AF7302,AFR81GP,7302,1242.06,91.88,43.4662,6.9119,394.704,0.0,-7.02,,2025-11-14 09:14:52+00:00
en-route,A318,3950CF,A318,F-GUGP,AF,AFR,LIN,LIML,CDG,LFPG,AF1412,AFR51DP,1412,6362.7,103.71,48.8351,3.7625,781.596,0.0,47.988,,2025-11-14 09:14:52+00:00
en-route,A321,394C10,A321,F-GTAQ,AF,AFR,TLS,LFBO,CDG,LFPG,AF7402,AFR61FR,7402,11597.6,186.24,45.8704,1.9824,732.168,0.0,0.0,1000.0,2025-11-14 09:14:51+00:00
en-route,E170,3986E3,E170,F-HBXD,AF,AFR,PUF,LFBP,CDG,LFPG,AF7490,AFR48LA,7490,2385.06,231.0,43.405,0.0653,507.448,0.0,0.0,1000.0,2025-11-14 09:05:59+00:00
en-route,A319,3944F5,A319,F-GRHV,AF,AFR,CDG,LFPG,FLR,LIRQ,AF1067,AFR25TM,1067,8237.22,301.0,44.3685,10.1227,740.8,0.0,0.0,,2025-11-14 09:06:00+00:00
started,BCS3,39BDA0,BCS3,F-HPNA,AF,AFR,CDG,LFPG,LHR,EGLL,AF1681,AFR65LR,1681,0.0,270.0,51.4632,-0.4496,12.964,1.0,0.0,,2025-11-14 09:05:25+00:00
en-route,E170,3986E7,E170,F-HBXH,AF,AFR,DUS,EDDL,CDG,LFPG,AF1606,AFR53QE,1606,7010.4,7.56,49.9216,6.0373,816.408,0.0,0.0,1000.0,2025-11-14 09:14:52+00:00
started,A321,394C19,A321,F-GTAZ,AF,AFR,CDG,LFPG,FCO,LIRF,AF1205,AFR51FQ,1205,1996.44,269.79,41.7902,11.962,505.584,0.0,55.008,,2025-11-14 09:14:52+00:00
en-route,E170,3986E8,E170,F-HBXI,AF,AFR,RNS,LFRN,CDG,LFPG,AF7530,AFR17ER,7530,739.14,212.54,48.1911,-1.9752,333.936,0.0,-3.528,,2025-11-14 09:14:52+00:00
en-route,E190,398577,E190,F-HBLX,AF,AFR,OPO,LPPR,CDG,LFPG,AF1528,AFR28VP,1528,11277.6,230.72,46.8361,-2.2147,722.556,0.0,1.188,,2025-11-14 09:14:52+00:00
Unknown,BCS3,39BDAB,BCS3,F-HPNL,AF,AFR,CDG,LFPG,BER,EDDB,AF1435,AFR83WJ,1435,9799.32,253.64,51.9285,11.3136,663.984,0.0,16.38,1000.0,2025-11-14 09:14:52+00:00
en-route,E190,398567,E190,F-HBLH,AF,AFR,CDG,LFPG,DUS,EDDL,AF1307,AFR63BJ,1307,7315.2,253.73,50.8201,5.1196,713.844,0.0,-1.188,1000.0,2025-11-14 09:14:52+00:00
en-route,A320,392AF4,A320,F-GKXU,AF,AFR,BHX,EGBB,CDG,LFPG,AF1164,AFR49ZJ,1164,4229.1,297.52,52.0864,-1.097,597.24,0.0,-32.76,7563.0,2025-11-14 09:14:52+00:00
unknown,E190,39856A,E190,F-HBLK,AF,AFR,BIQ,LFBZ,CDG,LFPG,AF7480,AFR72YT,7480,4602.48,241.16,48.8072,2.6008,583.524,0.0,37.44,1000.0,2025-11-14 09:14:52+00:00
en-route,BCS3,39E689,BCS3,F-HZUJ,AF,AFR,HAM,EDDH,CDG,LFPG,AF1410,AFR86FN,1410,1341.12,135.0,53.5149,9.5409,472.26,0.0,0.0,3356.0,2025-11-14 09:05:52+00:00
en-route,A320,3991E1,A320,F-HEPB,AF,AFR,ORY,LFPO,NCE,LFMN,AF6205,AFR86KA,6205,2468.88,344.85,48.5498,2.9408,510.372,0.0,-35.1,,2025-11-14 09:14:52+00:00
en-route,A320,3991EA,A320,F-HEPK,AF,AFR,CDG,LFPG,NCE,LFMN,AF7301,AFR57SD,7301,8831.58,331.03,47.8147,4.3382,810.72,0.0,1.188,1000.0,2025-11-14 09:14:52+00:00
en-route,A321,393323,A321,F-GMZD,AF,AFR,BUD,LHBP,CDG,LFPG,AF1394,AFR93LT,1394,10043.2,111.15,48.0459,7.1049,841.932,0.0,0.0,1000.0,2025-11-14 09:14:52+00:00
en-route,BCS3,39BDA6,BCS3,F-HPNG,AF,AFR,MXP,LIMC,CDG,LFPG,AF1830,AFR14DR,1830,3916.68,162.22,45.7461,8.8183,564.012,0.0,-23.4,1000.0,2025-11-14 09:14:52+00:00
en-route,BCS3,39BDB2,BCS3,F-HPNS,AF,AFR,MAN,EGCC,CDG,LFPG,AF1668,AFR24XP,1668,6720.84,339.4,50.1326,2.1673,789.444,0.0,29.268,5605.0,2025-11-14 09:14:52+00:00
en-route,A320,3985A3,A320,F-HBND,AF,AFR,CDG,LFPG,VCE,LIPZ,AF1127,AFR64AH,1127,9753.6,309.58,46.4515,10.6994,831.348,0.0,0.0,1000.0,2025-11-14 09:14:51+00:00
started,A320,392AEC,A320,F-GKXM,AF,AFR,BER,EDDB,CDG,LFPG,AF1734,AFR91MP,1734,3863.34,83.7,49.0556,3.1203,540.324,0.0,51.516,1000.0,2025-11-14 09:14:52+00:00
en-route,A321,393322,A321,F-GMZC,AF,AFR,NCE,LFMN,CDG,LFPG,AF7304,AFR76TN,7304,10066.0,163.55,46.4286,3.2594,726.048,0.0,0.0,,2025-11-14 09:14:52+00:00
en-route,BCS3,39BDB1,BCS3,F-HPNR,AF,AFR,VIE,LOWW,CDG,LFPG,AF1138,AFR32DM,1138,7536.18,67.95,49.2187,4.6599,873.18,0.0,14.04,1000.0,2025-11-14 09:14:52+00:00
en-route,A320,392AF9,A320,F-GKXZ,AF,AFR,CDG,LFPG,MRS,LFML,AF7331,AFR32HH,7331,9380.22,357.75,45.0053,4.9296,897.048,0.0,26.928,1000.0,2025-11-14 09:14:52+00:00
en-route,A321,394C0C,A321,F-GTAM,AF,AFR,FCO,LIRF,CDG,LFPG,AF1104,AFR53SH,1104,7940.04,159.03,48.0594,2.7937,688.248,0.0,9.36,1000.0,2025-11-14 09:14:52+00:00
started,E190,398601,E190,F-HBQB,AF,AFR,AGP,LEMG,CDG,LFPG,AF1746,AFR52DN,1746,0.0,267.0,49.0035,2.6031,31.484,1.0,0.0,,2025-11-14 09:05:54+00:00
started,BCS3,39E690,BCS3,F-HZUQ,AF,AFR,FLR,LIRQ,CDG,LFPG,AF1366,AFR27QM,1366,4625.34,105.6,48.8992,3.4728,709.524,0.0,26.928,,2025-11-14 09:14:50+00:00
started,E190,398568,E190,F-HBLI,AF,AFR,FRA,EDDF,CDG,LFPG,AF1618,AFR35TK,1618,0.0,354.0,49.0055,2.5958,27.78,1.0,0.0,,2025-11-14 09:05:57+00:00
en-route,BCS3,39BDB7,BCS3,F-HPNX,AF,AFR,CDG,LFPG,AMS,EHAM,AF1241,AFR73JY,1241,6743.7,205.53,51.5632,4.4874,640.332,0.0,18.72,1000.0,2025-11-14 09:14:52+00:00
en-route,E190,398571,E190,F-HBLR,AF,AFR,MUC,EDDM,CDG,LFPG,AF1722,AFR53BP,1722,10668.0,110.9,48.1491,6.7091,856.44,0.0,1.188,1000.0,2025-11-14 09:14:52+00:00
en-route,E190,398579,E190,F-HBLZ,AF,AFR,KRK,EPKK,CDG,LFPG,AF1878,AFR79YF,1878,9867.9,67.74,49.3629,5.207,894.528,0.0,19.908,1000.0,2025-11-14 09:14:52+00:00
en-route,B77W,394A01,B77W,F-GSQB,AF,AFR,CDG,LFPG,SFO,KSFO,AF83,AFR83U,83,11887.2,149.82,52.0775,-1.0795,788.4,0.0,-1.188,1157.0,2025-11-14 09:14:52+00:00
en-route,A359,39CF07,A359,F-HTYH,AF,AFR,CDG,LFPG,IAD,KIAD,AF53,AFR53P,53,12496.8,74.0,48.2306,-16.6926,896.368,0.0,0.0,,2025-11-14 09:05:00+00:00
en-route,E170,3986E6,E170,F-HBXG,AF,AFR,CFE,LFLC,CDG,LFPG,AF7390,AFR87KN,7390,7620.0,161.77,47.5772,2.7645,662.976,0.0,1.188,,2025-11-14 09:14:50+00:00
en-route,A318,3950CC,A318,F-GUGM,AF,AFR,ORY,LFPO,MRS,LFML,AF6003,AFR35HN,6003,1295.4,273.76,48.7851,2.7391,423.18,0.0,1.188,,2025-11-14 09:14:52+00:00
en-route,BCS3,39BDB8,BCS3,F-HPNY,AF,AFR,CDG,LFPG,TLS,LFBO,AF7401,AFR21JA,7401,2438.4,57.43,48.857,1.7077,498.852,0.0,1.188,1000.0,2025-11-14 09:14:52+00:00
en-route,A320,3985A6,A320,F-HBNG,AF,AFR,NCE,LFMN,ORY,LFPO,AF6206,AFR43LN,6206,11887.2,145.66,45.5812,3.712,722.232,0.0,0.0,1000.0,2025-11-14 09:14:52+00:00
en-route,A359,39D2B0,A359,F-HUVQ,AF,AFR,CDG,LFPG,PHX,KPHX,AF69,AFR69G,69,1737.36,146.0,49.1199,1.9395,481.52,0.0,0.0,6303.0,2025-11-14 09:05:59+00:00
en-route,A320,3991E5,A320,F-HEPF,AF,AFR,CMN,GMMN,CDG,LFPG,AF1896,AFR15ZK,1896,4076.7,175.0,33.9445,-7.7153,650.052,0.0,0.0,7630.0,2025-11-14 09:04:57+00:00
en-route,B772,4007FA,B772,G-YMMO,BA,BAW,LHR,EGLL,PVG,ZSPD,BA168,BAW168,168,10393.7,308.0,45.9745,84.8209,714.872,0.0,0.0,,2025-11-14 09:04:55+00:00
en-route,A20N,4081A1,A20N,G-TTSB,BA,BAW,IST,LTBA,LHR,EGLL,BA676,BAW676,676,11277.6,136.55,46.2338,20.9824,869.868,0.0,0.0,,2025-11-14 09:14:52+00:00
en-route,B772,4005BD,B772,G-VIIE,BA,BAW,LHR,EGLL,ABV,DNAA,BA82,BAW82,82,11582.4,14.0,16.056,6.3708,892.664,0.0,0.0,,2025-11-14 09:04:35+00:00
en-route,B77W,406A34,B77W,G-STBI,BA,BAW,SIN,WSSS,LHR,EGLL,BA15,BAW15,15,11277.6,140.0,6.6504,99.5074,894.516,0.0,0.0,,2025-11-14 09:05:05+00:00
en-route,B772,4007F6,B772,G-YMMK,BA,BAW,LHR,EGLL,BLR,VOBL,BA118,BAW118,118,10972.8,286.0,42.1145,31.4387,814.88,0.0,0.0,,2025-11-14 09:04:48+00:00
en-route,B788,406A9C,B788,G-ZBJE,BA,BAW,LHR,EGLL,HYD,VOHS,BA276,BAW276,276,11582.4,295.0,19.1936,70.1379,877.848,0.0,0.0,,2025-11-14 09:05:45+00:00
Unknown,B77W,406948,B77W,G-STBH,BA,BAW,SIN,WSSS,SYD,YSSY,BA16,BAW16,16,10972.8,323.0,-16.2834,133.697,864.884,0.0,0.0,,2025-11-14 09:05:11+00:00
en-route,B77W,40621D,B77W,G-STBC,BA,BAW,LHR,EGLL,SFO,KSFO,BA286,BAW6B,286,10668.0,62.0,64.0466,-79.8074,922.296,0.0,0.0,,2025-11-14 09:04:39+00:00
en-route,B789,406F78,B789,G-ZBKL,BA,BAW,LHR,EGLL,HND,RJTT,BA6,BAW6,6,10666.8,64.0,56.4047,-177.518,940.816,0.0,0.0,,2025-11-14 09:05:07+00:00
en-route,B772,4007F7,B772,G-YMML,BA,BAW,LHR,EGLL,BOM,VABB,BA198,BAW198,198,8884.92,278.0,19.3376,70.8862,846.364,0.0,0.0,,2025-11-14 09:05:45+00:00
en-route,B77W,40621C,B77W,G-STBB,BA,BAW,LHR,EGLL,MLE,VRMM,BA60,BAW60,60,9753.6,320.0,16.9023,63.2173,896.368,0.0,0.0,,2025-11-14 09:05:44+00:00
en-route,B772,405BFB,B772,G-YMMR,BA,BAW,GIG,SBGL,LHR,EGLL,BA249,BAW249,249,8031.48,255.46,-22.137,-42.4982,759.6,0.0,-26.928,,2025-11-14 09:14:51+00:00
en-route,B788,4074E3,B788,G-ZBJK,BA,BAW,LHR,EGLL,AUH,OMAA,BA72,BAW72,72,12184.4,342.0,35.4576,43.9793,924.148,0.0,0.0,,2025-11-14 09:04:50+00:00
en-route,A35K,4078DD,A35K,G-XWBF,BA,BAW,LHR,EGLL,YVR,CYVR,BA84,BAW88C,84,11887.2,64.0,66.2724,-78.557,946.372,0.0,0.0,,2025-11-14 09:04:41+00:00
en-route,B789,406F77,B789,G-ZBKK,BA,BAW,LHR,EGLL,HND,RJTT,BA8,BAW8,8,11270.0,74.0,68.6173,-104.536,948.224,0.0,0.0,,2025-11-14 09:04:49+00:00
en-route,B789,406F7C,B789,G-ZBKP,BA,BAW,LHR,EGLL,IAH,KIAH,BA196,BAW196E,196,8221.98,77.0,47.6659,-42.3192,1001.93,0.0,0.0,,2025-11-14 09:05:31+00:00
en-route,B772,4007F3,B772,G-YMMH,BA,BAW,LHR,EGLL,DOH,OTHH,BA122,BAW122,122,11582.4,300.19,45.6037,23.1917,824.904,0.0,0.0,2674.0,2025-11-14 09:14:52+00:00
en-route,B772,400683,B772,G-VIIK,BA,BAW,JFK,KJFK,LHR,EGLL,BA117,BAW17R,117,10972.8,291.51,52.7312,-5.7509,893.844,0.0,-1.188,6014.0,2025-11-14 09:14:52+00:00
en-route,A35K,407F2C,A35K,G-XWBO,BA,BAW,LHR,EGLL,LAS,KLAS,BA274,BAW4LV,274,11888.4,57.0,61.3645,-82.1728,935.26,0.0,0.0,,2025-11-14 09:04:41+00:00
en-route,B772,4007F9,B772,G-YMMN,BA,BAW,LHR,EGLL,SAN,KSAN,BA272,BAW9SW,272,11887.2,96.0,68.3834,-36.2059,938.964,0.0,0.0,,2025-11-14 09:05:49+00:00
en-route,A21N,40780E,A21N,G-NEOY,BA,BAW,LHR,EGLL,ATH,LGAV,BA641,BAW66GA,641,3840.48,333.29,51.1365,0.1884,642.708,0.0,-28.08,7524.0,2025-11-14 09:14:52+00:00
en-route,A21N,4076E4,A21N,G-NEOV,BA,BAW,LHR,EGLL,CAI,HECA,BA403,BAW403,403,10355.6,292.0,47.7165,6.801,810.936,0.0,0.0,2754.0,2025-11-14 09:14:52+00:00
started,A320,40697B,A320,G-EUYP,BA,BAW,BHD,EGAC,LHR,EGLL,BA1394,SHT4B,1394,472.44,88.81,51.465,-0.4332,268.596,0.0,43.308,,2025-11-14 09:14:52+00:00
en-route,A20N,4079F7,A20N,G-TTNN,BA,BAW,LIS,LPPT,LHR,EGLL,BA502,BAW5LI,502,10408.9,190.37,40.2226,-8.4885,751.212,0.0,-43.308,,2025-11-14 09:14:52+00:00
en-route,A319,40087A,A319,G-EUPK,BA,BAW,LIN,LIML,LHR,EGLL,BA568,BAW568J,568,11879.6,144.09,49.6126,1.1249,754.596,0.0,0.0,2231.0,2025-11-14 09:14:52+00:00
en-route,A320,406B83,A320,G-GATR,BA,BAW,ALG,DAAG,LGW,EGKK,BA2816,BAW2816,2816,11071.9,165.42,49.3302,0.3374,713.772,0.0,9.36,7706.0,2025-11-14 09:14:52+00:00
